Date,Category,Payment_Mode,Description,Amount,Cashback
5/7/2024,Groceries,Credit Card,Grocery shopping at the local store,392.37,0
5/7/2024,Shopping,Cash,Bought a gift for a friend's birthday,376.95,0
5/7/2024,Entertainment,Debit Card,Gaming console purchase,60.1,0
5/7/2024,Investment,Credit Card,Purchased bonds,287.52,0
5/8/2024,Shopping,Credit Card,Bought household items,239.41,0
5/8/2024,Shopping,Credit Card,Bought household items,824.2,0
5/8/2024,Groceries,Netbanking,Grocery shopping at the local store,308.61,0
5/8/2024,Medical Health,Credit Card,Doctor's consultation fee,309.85,6.78
5/8/2024,Investment,Credit Card,Bought mutual fund units,155.59,4.58
5/8/2024,Medical Health,Cash,Bought medication,183.38,0
5/8/2024,Medical Health,Credit Card,Medical insurance payment,333.73,0
5/8/2024,Entertainment,UPI,Gaming console purchase,28.94,0
5/9/2024,Medical Health,Cash,Bought medication,498.24,0
5/9/2024,Investment,Netbanking,Invested in stocks,921.59,0
5/9/2024,Medical Health,Credit Card,Doctor's consultation fee,201.88,0
5/9/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,868.01,0
5/9/2024,Entertainment,Credit Card,Movie tickets,765.9,0
5/10/2024,Shopping,Debit Card,Bought clothes,44.63,0
5/10/2024,Food,Netbanking,Had dinner at a restaurant with friends,527.54,0
5/10/2024,Shopping,Credit Card,Bought clothes,928.82,4.65
5/10/2024,Entertainment,UPI,Concert tickets,497.61,0
5/10/2024,Food,Netbanking,Took out a meal from a restaurant,607.8,0
5/10/2024,Entertainment,Debit Card,Concert tickets,638.89,6.15
5/10/2024,Transportation,Debit Card,Paid for train ticket,840.88,0
5/10/2024,Medical Health,Cash,Health checkup cost,46.34,0
5/10/2024,Groceries,Credit Card,Grocery shopping at the local store,393.24,0
5/10/2024,Entertainment,UPI,Movie tickets,309.53,0
5/10/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,486.07,0
5/11/2024,Medical Health,UPI,Bought medication,728.45,0
5/11/2024,Entertainment,Credit Card,Movie tickets,437.48,0
5/11/2024,Entertainment,Debit Card,Movie tickets,77.04,0.39
5/11/2024,Shopping,UPI,Bought a gift for a friend's birthday,359.35,0
5/11/2024,Shopping,UPI,Shopping for accessories,312.1,0
5/12/2024,Medical Health,Netbanking,Doctor's consultation fee,997.81,0
5/12/2024,Food,Debit Card,Took out a meal from a restaurant,108.57,0.71
5/12/2024,Food,Credit Card,Had lunch at hotel,630.32,0
5/12/2024,Shopping,Cash,Bought a gift for a friend's birthday,376.38,0
5/12/2024,Transportation,Debit Card,Fuel refilled for the bike,227.61,0
5/12/2024,Shopping,Cash,Bought a gift for a friend's birthday,682.96,0
5/13/2024,Groceries,Cash,Bought fresh fruits and snacks,605.64,0
5/13/2024,Entertainment,UPI,Movie tickets,89.14,0
5/13/2024,Investment,Netbanking,Investment in gold,757.07,0
5/13/2024,Food,Credit Card,Took out a meal from a restaurant,516.72,0
5/13/2024,Investment,Debit Card,Investment in gold,684.77,2.83
5/13/2024,Investment,Cash,Bought mutual fund units,305.54,0
5/14/2024,Investment,Debit Card,Investment in gold,134.04,0
5/14/2024,Entertainment,UPI,Gaming console purchase,247.12,0
5/14/2024,Groceries,Netbanking,Bought vegetables and fruits,935.16,0
5/14/2024,Groceries,Netbanking,Grocery shopping at the local store,610.24,0
5/14/2024,Investment,UPI,Purchased bonds,630.32,0
5/14/2024,Shopping,Cash,Purchased electronics,761.62,0
5/15/2024,Entertainment,Debit Card,Concert tickets,759.41,0
5/15/2024,Groceries,Cash,Grocery shopping at the local store,462.99,0
5/15/2024,Transportation,Debit Card,Fuel refilled for the bike,856.29,0
5/15/2024,Shopping,UPI,Bought a gift for a friend's birthday,787.38,0
5/15/2024,Shopping,Debit Card,Purchased electronics,870.83,0
5/15/2024,Food,UPI,Had lunch at hotel,735.72,0
5/15/2024,Investment,Netbanking,Bought mutual fund units,434.54,0
5/16/2024,Transportation,Netbanking,Uber ride to the office,128.14,0
5/16/2024,Investment,UPI,Purchased bonds,482.18,0
5/16/2024,Groceries,Cash,Bought fresh fruits and snacks,955.18,0
5/16/2024,Food,Credit Card,Had lunch at hotel,674.94,0
5/16/2024,Shopping,Credit Card,Shopping for accessories,155.19,0
5/17/2024,Food,UPI,Took out a meal from a restaurant,135.34,4.35
5/17/2024,Food,Netbanking,Had dinner at a restaurant with friends,720.33,0
5/17/2024,Entertainment,Cash,Concert tickets,955.37,0
5/17/2024,Investment,Credit Card,Invested in stocks,54.19,0
5/17/2024,Investment,UPI,Invested in stocks,412.79,0
5/17/2024,Medical Health,Cash,Doctor's consultation fee,928.12,0
5/17/2024,Groceries,Debit Card,Bought vegetables and fruits,500.69,0
5/18/2024,Shopping,Credit Card,Purchased electronics,913.11,0
5/18/2024,Investment,Cash,Investment in gold,408.88,0
5/18/2024,Shopping,Credit Card,Purchased electronics,751.16,0
5/18/2024,Food,Debit Card,Had lunch at hotel,825.72,0
5/18/2024,Food,Debit Card,Ordered food from swiggy,183.21,5.02
5/18/2024,Transportation,Netbanking,Uber ride to the office,611.5,0
5/18/2024,Shopping,Cash,Shopping for accessories,794.79,0
5/18/2024,Shopping,Credit Card,Shopping for accessories,196.09,0
5/19/2024,Shopping,Credit Card,Shopping for accessories,776.34,8.01
5/19/2024,Groceries,Debit Card,Purchased daily essentials,388.39,9.85
5/19/2024,Medical Health,Netbanking,Health checkup cost,922.69,0
5/19/2024,Shopping,UPI,Bought household items,897.23,0
5/19/2024,Entertainment,Netbanking,Concert tickets,189.71,0
5/19/2024,Transportation,Credit Card,Fuel refilled for the bike,540.49,0
5/19/2024,Transportation,Netbanking,Paid for a cab ride to work,876.7,0
5/19/2024,Entertainment,Debit Card,Concert tickets,68.87,0
5/19/2024,Groceries,Debit Card,Bought fresh fruits and snacks,969.93,0
5/19/2024,Shopping,Netbanking,Bought household items,423.12,0
5/20/2024,Investment,Netbanking,Invested in stocks,243.38,0
5/20/2024,Investment,UPI,Investment in gold,405.04,0
5/20/2024,Food,UPI,Had lunch at hotel,812.82,0
5/20/2024,Medical Health,Netbanking,Health checkup cost,675.9,0
5/20/2024,Food,Debit Card,Dinner delivery from zomato,706.28,0.68
5/20/2024,Medical Health,UPI,Bought medication,352.56,1.46
5/21/2024,Food,Netbanking,Dinner delivery from zomato,123.26,0
5/21/2024,Investment,Credit Card,Bought mutual fund units,731.94,0
5/22/2024,Medical Health,UPI,Doctor's consultation fee,568.04,0
5/22/2024,Medical Health,Cash,Medical insurance payment,277.24,0
5/22/2024,Entertainment,Cash,Concert tickets,313.87,0
5/22/2024,Groceries,Credit Card,Bought fresh fruits and snacks,364.48,0
5/22/2024,Entertainment,UPI,Concert tickets,299.85,0
5/22/2024,Investment,Credit Card,Invested in stocks,501.65,0
5/22/2024,Entertainment,Debit Card,Concert tickets,458.69,0
5/22/2024,Food,Debit Card,Ordered food from swiggy,654.54,0
5/22/2024,Investment,UPI,Purchased bonds,784.25,0
5/22/2024,Medical Health,Netbanking,Health checkup cost,684.54,0
5/22/2024,Entertainment,Debit Card,Movie tickets,550.98,0
5/23/2024,Entertainment,Netbanking,Movie tickets,599.9,0
5/23/2024,Shopping,Cash,Purchased electronics,332.58,0
5/23/2024,Transportation,UPI,Bought a metro ticket for travel,626.36,0
5/23/2024,Medical Health,UPI,Bought medication,505.57,0
5/23/2024,Entertainment,Netbanking,Movie tickets,539.06,0
5/23/2024,Entertainment,Netbanking,Movie tickets,924.28,0
5/23/2024,Medical Health,Cash,Health checkup cost,29.4,0
5/24/2024,Medical Health,UPI,Bought medication,249.91,8.51
5/24/2024,Shopping,Credit Card,Shopping for accessories,401.29,0
5/24/2024,Food,Debit Card,Had lunch at hotel,297.95,0
5/24/2024,Food,Cash,Took out a meal from a restaurant,547.43,0
5/24/2024,Medical Health,Cash,Doctor's consultation fee,146.05,0
5/24/2024,Shopping,Netbanking,Purchased electronics,277.73,0
5/24/2024,Groceries,Netbanking,Bought vegetables and fruits,947.46,0
5/24/2024,Food,Cash,Took out a meal from a restaurant,384.56,0
5/25/2024,Transportation,Netbanking,Paid for train ticket,928.98,0
5/25/2024,Entertainment,Credit Card,Movie tickets,534.47,0
5/25/2024,Groceries,Cash,Bought fresh fruits and snacks,27.49,0
5/25/2024,Food,UPI,Ordered food from swiggy,873.2,0
5/25/2024,Shopping,Credit Card,Purchased electronics,313.18,0
5/25/2024,Investment,Credit Card,Purchased bonds,358.74,0
5/25/2024,Entertainment,Netbanking,Concert tickets,632,0
5/25/2024,Medical Health,UPI,Doctor's consultation fee,880.6,0
5/26/2024,Shopping,Debit Card,Shopping for accessories,704.23,0
5/26/2024,Medical Health,UPI,Health checkup cost,406.15,0
5/26/2024,Groceries,Credit Card,Bought vegetables and fruits,939.11,0
5/26/2024,Transportation,Debit Card,Paid for train ticket,215.21,0
5/26/2024,Food,Netbanking,Had dinner at a restaurant with friends,178.22,0
5/26/2024,Groceries,Netbanking,Bought fresh fruits and snacks,498.95,0
5/27/2024,Entertainment,Cash,Movie tickets,538.04,0
5/27/2024,Food,UPI,Ordered food from swiggy,763.5,0
5/27/2024,Groceries,Credit Card,Bought fresh fruits and snacks,817.65,0
5/27/2024,Transportation,Netbanking,Paid for train ticket,262.43,0
5/27/2024,Food,UPI,Had dinner at a restaurant with friends,43.3,0
5/27/2024,Shopping,Cash,Bought household items,978.52,0
5/27/2024,Groceries,UPI,Bought fresh fruits and snacks,32.16,0
5/28/2024,Food,Cash,Had dinner at a restaurant with friends,322.99,0
5/28/2024,Entertainment,UPI,Gaming console purchase,528.26,0
5/28/2024,Entertainment,Credit Card,Gaming console purchase,991.1,0
5/29/2024,Transportation,Cash,Paid for train ticket,25.16,0
5/29/2024,Shopping,Debit Card,Shopping for accessories,998.73,0
5/29/2024,Investment,Debit Card,Invested in stocks,167.82,0
5/29/2024,Groceries,Netbanking,Purchased daily essentials,279.28,0
5/29/2024,Groceries,Cash,Bought vegetables and fruits,994.65,0
5/29/2024,Entertainment,UPI,Concert tickets,86.16,0
5/29/2024,Transportation,Cash,Paid for train ticket,989.21,0
5/30/2024,Food,Netbanking,Took out a meal from a restaurant,417.16,0
5/30/2024,Investment,Cash,Bought mutual fund units,841.8,0
5/30/2024,Investment,Cash,Investment in gold,876.7,0
5/30/2024,Entertainment,Netbanking,Movie tickets,152.85,0
5/30/2024,Groceries,UPI,Bought vegetables and fruits,319.39,0
5/30/2024,Medical Health,Netbanking,Doctor's consultation fee,686.56,0
5/30/2024,Medical Health,Debit Card,Medical insurance payment,633.25,0
6/1/2024,Medical Health,Credit Card,Bought medication,110.54,6.88
6/1/2024,Transportation,UPI,Fuel refilled for the bike,954.58,0
6/1/2024,Investment,Credit Card,Invested in stocks,751.32,0
6/1/2024,Transportation,Credit Card,Uber ride to the office,788.47,0
6/1/2024,Transportation,UPI,Bought a metro ticket for travel,600.43,0
6/1/2024,Investment,UPI,Investment in gold,557.52,0.15
6/2/2024,Groceries,UPI,Grocery shopping at the local store,837,0
6/2/2024,Shopping,Credit Card,Shopping for accessories,52.8,0
6/2/2024,Transportation,Cash,Paid for a cab ride to work,397.93,0
6/2/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,759.09,0
6/2/2024,Investment,Credit Card,Investment in gold,842.62,0
6/2/2024,Transportation,Netbanking,Fuel refilled for the bike,440.03,0
6/2/2024,Groceries,Cash,Grocery shopping at the local store,817.96,0
6/3/2024,Food,Netbanking,Ordered food from swiggy,728.09,0
6/3/2024,Shopping,Netbanking,Shopping for accessories,505.35,0
6/3/2024,Shopping,Cash,Bought household items,399.42,0
6/3/2024,Transportation,Netbanking,Fuel refilled for the bike,749.68,0
6/3/2024,Entertainment,Credit Card,Gaming console purchase,887.61,0
6/3/2024,Investment,Debit Card,Bought mutual fund units,281.71,0
6/4/2024,Investment,Credit Card,Investment in gold,742.04,0
6/4/2024,Entertainment,Cash,Gaming console purchase,88.51,0
6/4/2024,Entertainment,Cash,Gaming console purchase,544.88,0
6/4/2024,Entertainment,Credit Card,Gaming console purchase,80.53,0
6/4/2024,Entertainment,Debit Card,Movie tickets,187.63,0
6/4/2024,Medical Health,UPI,Medical insurance payment,679.93,0
6/5/2024,Groceries,UPI,Bought fresh fruits and snacks,637.79,0
6/6/2024,Medical Health,UPI,Bought medication,708.11,0
6/6/2024,Medical Health,Debit Card,Bought medication,812.38,0
6/6/2024,Transportation,Debit Card,Paid for a cab ride to work,110.72,0
6/6/2024,Entertainment,UPI,Gaming console purchase,273.46,0
6/6/2024,Entertainment,UPI,Movie tickets,714.91,1.01
6/6/2024,Groceries,UPI,Purchased daily essentials,213.32,9.72
6/6/2024,Food,Cash,Took out a meal from a restaurant,485.63,0
6/7/2024,Investment,Debit Card,Investment in gold,242.67,0
6/7/2024,Groceries,Credit Card,Grocery shopping at the local store,522.59,0
6/7/2024,Transportation,Credit Card,Paid for a cab ride to work,95.02,4.38
6/7/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,122.03,0
6/7/2024,Groceries,Cash,Bought vegetables and fruits,949.2,0
6/8/2024,Investment,Debit Card,Bought mutual fund units,295.54,0
6/8/2024,Groceries,Credit Card,Grocery shopping at the local store,525.5,0
6/8/2024,Groceries,UPI,Bought vegetables and fruits,233.86,0
6/8/2024,Medical Health,UPI,Doctor's consultation fee,582.44,6.96
6/8/2024,Groceries,UPI,Purchased daily essentials,330.15,0
6/8/2024,Groceries,UPI,Bought vegetables and fruits,213.5,6.74
6/9/2024,Entertainment,UPI,Gaming console purchase,662.37,0
6/9/2024,Entertainment,Debit Card,Movie tickets,513.68,0
6/9/2024,Medical Health,Netbanking,Medical insurance payment,554.56,0
6/9/2024,Groceries,Credit Card,Purchased daily essentials,898.69,0
6/9/2024,Shopping,Netbanking,Shopping for accessories,331.97,0
6/9/2024,Medical Health,Cash,Bought medication,752.23,0
6/9/2024,Medical Health,UPI,Medical insurance payment,175.91,1.7
6/9/2024,Investment,Netbanking,Invested in stocks,412.3,0
6/9/2024,Investment,UPI,Invested in stocks,128.22,3.15
6/9/2024,Groceries,UPI,Grocery shopping at the local store,196.56,0
6/9/2024,Food,Credit Card,Dinner delivery from zomato,168.6,0
6/10/2024,Shopping,Netbanking,Bought clothes,605.36,0
6/10/2024,Transportation,Cash,Uber ride to the office,670.27,0
6/10/2024,Transportation,Netbanking,Paid for train ticket,939.4,0
6/10/2024,Transportation,Netbanking,Paid for a cab ride to work,481.7,0
6/10/2024,Groceries,Cash,Bought vegetables and fruits,739.57,0
6/10/2024,Medical Health,Debit Card,Health checkup cost,684.42,0
6/10/2024,Groceries,Credit Card,Grocery shopping at the local store,991.8,0
6/10/2024,Groceries,Cash,Purchased daily essentials,376.83,0
6/11/2024,Groceries,Debit Card,Grocery shopping at the local store,989.05,0
6/11/2024,Food,Debit Card,Had lunch at hotel,21.89,0
6/11/2024,Food,Netbanking,Ordered food from swiggy,827.7,0
6/11/2024,Entertainment,Debit Card,Movie tickets,369.16,0
6/11/2024,Investment,Cash,Purchased bonds,359.98,0
6/11/2024,Food,Netbanking,Ordered food from swiggy,359.27,0
6/11/2024,Groceries,Credit Card,Grocery shopping at the local store,342.26,0
6/11/2024,Transportation,Debit Card,Paid for a cab ride to work,270.69,0
6/12/2024,Shopping,Cash,Purchased electronics,647.41,0
6/12/2024,Medical Health,Netbanking,Doctor's consultation fee,328.57,0
6/12/2024,Food,Cash,Had dinner at a restaurant with friends,344.41,0
6/12/2024,Medical Health,Cash,Health checkup cost,103.93,0
6/12/2024,Entertainment,Debit Card,Gaming console purchase,178.14,0
6/12/2024,Medical Health,UPI,Bought medication,511.86,0
6/12/2024,Groceries,Credit Card,Bought fresh fruits and snacks,58.82,0
6/12/2024,Groceries,Cash,Purchased daily essentials,61.35,0
6/12/2024,Food,Netbanking,Had dinner at a restaurant with friends,518.95,0
6/13/2024,Shopping,Cash,Bought a gift for a friend's birthday,336.32,0
6/13/2024,Investment,UPI,Invested in stocks,810.07,0
6/13/2024,Shopping,Netbanking,Shopping for accessories,943.88,0
6/13/2024,Groceries,Netbanking,Bought fresh fruits and snacks,403.43,0
6/13/2024,Medical Health,UPI,Doctor's consultation fee,119.41,0
6/13/2024,Groceries,Cash,Purchased daily essentials,308.92,0
6/13/2024,Food,Debit Card,Dinner delivery from zomato,838.04,5.88
6/13/2024,Transportation,Credit Card,Paid for train ticket,111.91,0
6/14/2024,Entertainment,UPI,Concert tickets,876.62,0
6/14/2024,Groceries,Debit Card,Grocery shopping at the local store,740.84,0
6/14/2024,Investment,Credit Card,Invested in stocks,26.44,0
6/15/2024,Medical Health,Debit Card,Health checkup cost,541.1,0
6/15/2024,Shopping,Netbanking,Shopping for accessories,632.82,0
6/15/2024,Transportation,Credit Card,Fuel refilled for the bike,573.16,0
6/15/2024,Investment,Netbanking,Invested in stocks,295.8,0
6/15/2024,Food,Cash,Dinner delivery from zomato,623.17,0
6/15/2024,Medical Health,Netbanking,Medical insurance payment,125.44,0
6/15/2024,Food,UPI,Had lunch at hotel,461.44,0
6/15/2024,Transportation,UPI,Paid for train ticket,909.4,0
6/15/2024,Transportation,Credit Card,Paid for train ticket,548.78,0
6/15/2024,Groceries,Credit Card,Bought vegetables and fruits,716.94,0
6/16/2024,Groceries,Cash,Grocery shopping at the local store,182.17,0
6/16/2024,Medical Health,Debit Card,Bought medication,79.62,0
6/16/2024,Entertainment,Debit Card,Gaming console purchase,242.46,0
6/16/2024,Entertainment,UPI,Gaming console purchase,302.39,0
6/16/2024,Investment,UPI,Bought mutual fund units,941.76,0
6/16/2024,Groceries,UPI,Purchased daily essentials,287.62,0
6/16/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,836.03,0
6/16/2024,Entertainment,Netbanking,Movie tickets,275.68,0
6/16/2024,Investment,Netbanking,Investment in gold,722.63,0
6/17/2024,Entertainment,Credit Card,Movie tickets,690.86,0
6/17/2024,Food,Credit Card,Dinner delivery from zomato,978.11,0.49
6/17/2024,Transportation,Cash,Paid for a cab ride to work,334.35,0
6/17/2024,Transportation,Cash,Fuel refilled for the bike,634.43,0
6/17/2024,Groceries,Credit Card,Purchased daily essentials,88.53,0
6/17/2024,Transportation,Netbanking,Paid for train ticket,957.97,0
6/17/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,752.09,0
6/17/2024,Groceries,Cash,Bought fresh fruits and snacks,710.21,0
6/17/2024,Entertainment,Credit Card,Concert tickets,521.88,0
6/17/2024,Entertainment,Credit Card,Concert tickets,68.41,0
6/17/2024,Entertainment,Credit Card,Movie tickets,802.63,0
6/17/2024,Transportation,Cash,Uber ride to the office,151.15,0
6/17/2024,Groceries,Cash,Bought vegetables and fruits,793.13,0
6/17/2024,Medical Health,Debit Card,Bought medication,512.32,0
6/18/2024,Medical Health,Credit Card,Bought medication,980.62,0
6/18/2024,Medical Health,Credit Card,Bought medication,444.33,0
6/18/2024,Investment,Netbanking,Purchased bonds,357.17,0
6/18/2024,Entertainment,UPI,Movie tickets,100.87,0
6/18/2024,Entertainment,Credit Card,Concert tickets,568.49,0
6/18/2024,Medical Health,Cash,Medical insurance payment,106.93,0
6/18/2024,Food,Debit Card,Dinner delivery from zomato,618.2,6.06
6/18/2024,Groceries,Cash,Bought fresh fruits and snacks,732.13,0
6/19/2024,Transportation,UPI,Paid for train ticket,351.61,0
6/19/2024,Entertainment,Netbanking,Concert tickets,105.92,0
6/19/2024,Investment,Debit Card,Purchased bonds,511.94,0
6/20/2024,Investment,Credit Card,Bought mutual fund units,737.99,0
6/20/2024,Groceries,Debit Card,Grocery shopping at the local store,349.36,0
6/20/2024,Entertainment,Debit Card,Gaming console purchase,156.54,0
6/21/2024,Shopping,UPI,Purchased electronics,89.66,0
6/21/2024,Transportation,Debit Card,Fuel refilled for the bike,467.37,4.3
6/21/2024,Medical Health,UPI,Health checkup cost,267.81,0
6/21/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,742.86,8.79
6/21/2024,Food,Debit Card,Ordered food from swiggy,625.12,0.18
6/21/2024,Food,Netbanking,Ordered food from swiggy,251.03,0
6/21/2024,Groceries,Credit Card,Grocery shopping at the local store,246.17,1.2
6/21/2024,Medical Health,Credit Card,Doctor's consultation fee,209.57,0
6/21/2024,Entertainment,Netbanking,Gaming console purchase,732.13,0
6/22/2024,Medical Health,UPI,Medical insurance payment,235.36,5.41
6/22/2024,Groceries,Netbanking,Bought fresh fruits and snacks,313.97,0
6/22/2024,Investment,Debit Card,Investment in gold,861.84,0
6/22/2024,Food,Debit Card,Took out a meal from a restaurant,199.49,0
6/23/2024,Food,Credit Card,Ordered food from swiggy,302.66,0
6/23/2024,Entertainment,Credit Card,Gaming console purchase,432.98,0
6/23/2024,Groceries,Debit Card,Grocery shopping at the local store,692.87,8.7
6/23/2024,Transportation,UPI,Paid for a cab ride to work,461.8,0
6/23/2024,Transportation,UPI,Bought a metro ticket for travel,879.68,0
6/23/2024,Entertainment,Debit Card,Concert tickets,830.67,0
6/23/2024,Investment,Netbanking,Invested in stocks,541.09,0
6/23/2024,Shopping,UPI,Shopping for accessories,981.38,0
6/23/2024,Food,Netbanking,Had dinner at a restaurant with friends,676.71,0
6/23/2024,Entertainment,Debit Card,Concert tickets,829.45,0
6/24/2024,Food,Cash,Took out a meal from a restaurant,309.87,0
6/24/2024,Entertainment,Debit Card,Movie tickets,549.5,0
6/24/2024,Entertainment,Debit Card,Gaming console purchase,498.2,1.94
6/24/2024,Investment,Cash,Invested in stocks,318.92,0
6/25/2024,Transportation,Credit Card,Bought a metro ticket for travel,476.81,0
6/25/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,318.77,0
6/26/2024,Investment,UPI,Invested in stocks,51.43,0
6/26/2024,Groceries,Credit Card,Bought vegetables and fruits,437.08,0
6/26/2024,Groceries,Netbanking,Bought fresh fruits and snacks,161.6,0
6/26/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,219.82,0
6/26/2024,Investment,Cash,Purchased bonds,201.92,0
6/26/2024,Food,Debit Card,Took out a meal from a restaurant,965.29,0
6/26/2024,Shopping,Credit Card,Purchased electronics,244.16,0
6/26/2024,Medical Health,Netbanking,Medical insurance payment,495.57,0
6/27/2024,Investment,Netbanking,Bought mutual fund units,293.01,0
6/27/2024,Food,Netbanking,Took out a meal from a restaurant,259.95,0
6/27/2024,Investment,Netbanking,Invested in stocks,777.68,0
6/27/2024,Investment,Netbanking,Bought mutual fund units,496.65,0
6/27/2024,Groceries,Netbanking,Bought fresh fruits and snacks,821.72,0
6/27/2024,Investment,Credit Card,Invested in stocks,912.69,0
6/28/2024,Investment,Netbanking,Invested in stocks,270.14,0
6/28/2024,Medical Health,Cash,Bought medication,218.91,0
6/28/2024,Entertainment,Netbanking,Concert tickets,131.46,0
6/28/2024,Shopping,Debit Card,Bought a gift for a friend's birthday,760.83,0
6/28/2024,Medical Health,Credit Card,Doctor's consultation fee,250.45,0
6/28/2024,Groceries,UPI,Purchased daily essentials,795.33,0
6/28/2024,Medical Health,Cash,Bought medication,732.47,0
6/28/2024,Groceries,Cash,Bought fresh fruits and snacks,686.17,0
6/28/2024,Medical Health,UPI,Health checkup cost,149.76,5.3
6/28/2024,Transportation,Cash,Uber ride to the office,951.25,0
6/28/2024,Transportation,Netbanking,Uber ride to the office,298.21,0
6/29/2024,Transportation,Debit Card,Fuel refilled for the bike,704.43,6.5
6/29/2024,Transportation,Cash,Bought a metro ticket for travel,372.52,0
6/29/2024,Transportation,UPI,Bought a metro ticket for travel,668.94,0
6/29/2024,Shopping,UPI,Bought a gift for a friend's birthday,238.34,0
6/29/2024,Investment,Credit Card,Invested in stocks,669.92,0
6/29/2024,Investment,UPI,Investment in gold,702.72,0
6/29/2024,Entertainment,Netbanking,Gaming console purchase,551.43,0
6/29/2024,Shopping,Credit Card,Bought clothes,296.56,0
7/1/2024,Investment,Debit Card,Invested in stocks,746.68,0
7/1/2024,Groceries,Credit Card,Purchased daily essentials,671.14,0
7/1/2024,Food,Debit Card,Had dinner at a restaurant with friends,552.51,0
7/1/2024,Groceries,Netbanking,Purchased daily essentials,561.93,0
7/1/2024,Medical Health,Cash,Medical insurance payment,779.87,0
7/2/2024,Transportation,Cash,Paid for a cab ride to work,417.84,0
7/2/2024,Entertainment,Netbanking,Gaming console purchase,884.78,0
7/2/2024,Entertainment,Netbanking,Concert tickets,403.41,0
7/2/2024,Transportation,Cash,Fuel refilled for the bike,346.89,0
7/2/2024,Groceries,Debit Card,Grocery shopping at the local store,43.92,0
7/2/2024,Food,Debit Card,Dinner delivery from zomato,983.46,0
7/2/2024,Transportation,Credit Card,Fuel refilled for the bike,862.68,0
7/2/2024,Medical Health,UPI,Health checkup cost,187.24,0
7/2/2024,Transportation,Debit Card,Paid for a cab ride to work,861.76,0
7/3/2024,Food,Credit Card,Dinner delivery from zomato,879.71,0
7/3/2024,Food,Cash,Took out a meal from a restaurant,53.87,0
7/3/2024,Shopping,Credit Card,Bought clothes,664.59,0
7/3/2024,Transportation,Netbanking,Uber ride to the office,103.91,0
7/4/2024,Groceries,Cash,Bought vegetables and fruits,690.84,0
7/4/2024,Transportation,Credit Card,Fuel refilled for the bike,309.42,0
7/4/2024,Medical Health,Debit Card,Health checkup cost,208.02,0
7/4/2024,Investment,UPI,Invested in stocks,110.73,0
7/4/2024,Food,Debit Card,Took out a meal from a restaurant,484.31,0
7/5/2024,Entertainment,Cash,Concert tickets,26.77,0
7/5/2024,Transportation,UPI,Paid for a cab ride to work,168.34,0
7/5/2024,Medical Health,Cash,Bought medication,30.65,0
7/5/2024,Food,Cash,Ordered food from swiggy,635.51,0
7/6/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,374.19,0
7/6/2024,Groceries,Credit Card,Bought vegetables and fruits,761.36,0
7/6/2024,Entertainment,Netbanking,Movie tickets,472.45,0
7/6/2024,Food,Credit Card,Had lunch at hotel,861.76,0.72
7/7/2024,Investment,Cash,Investment in gold,625.26,0
7/7/2024,Transportation,UPI,Uber ride to the office,82.34,0
7/7/2024,Groceries,Credit Card,Bought vegetables and fruits,749.02,0
7/7/2024,Medical Health,Debit Card,Medical insurance payment,683.92,0
7/7/2024,Shopping,Cash,Purchased electronics,445.54,0
7/7/2024,Transportation,Cash,Paid for train ticket,741.07,0
7/7/2024,Food,Netbanking,Had lunch at hotel,946.56,0
7/7/2024,Transportation,Debit Card,Paid for a cab ride to work,635.62,0
7/7/2024,Entertainment,Debit Card,Concert tickets,680.25,0
7/8/2024,Shopping,Netbanking,Bought clothes,290.88,0
7/8/2024,Entertainment,Netbanking,Movie tickets,67.68,0
7/8/2024,Groceries,Cash,Bought vegetables and fruits,971.79,0
7/8/2024,Groceries,Debit Card,Grocery shopping at the local store,70.59,0
7/8/2024,Entertainment,Netbanking,Concert tickets,604.33,0
7/8/2024,Medical Health,Credit Card,Doctor's consultation fee,415.12,0
7/8/2024,Groceries,Cash,Grocery shopping at the local store,13.36,0
7/8/2024,Medical Health,Credit Card,Doctor's consultation fee,703.53,0
7/8/2024,Groceries,UPI,Purchased daily essentials,39.55,0
7/9/2024,Food,Netbanking,Had lunch at hotel,250.65,0
7/9/2024,Investment,Cash,Invested in stocks,863.95,0
7/9/2024,Investment,Debit Card,Purchased bonds,969.05,1.07
7/9/2024,Groceries,Cash,Purchased daily essentials,515.47,0
7/10/2024,Transportation,Netbanking,Uber ride to the office,145.25,0
7/10/2024,Groceries,Credit Card,Bought fresh fruits and snacks,760.6,0
7/10/2024,Shopping,UPI,Bought clothes,397.21,0
7/10/2024,Investment,Debit Card,Purchased bonds,330.99,6.57
7/10/2024,Food,Cash,Dinner delivery from zomato,181.49,0
7/10/2024,Entertainment,Credit Card,Gaming console purchase,748.58,0
7/10/2024,Shopping,Netbanking,Shopping for accessories,753.67,0
